City name;City name (CDP);City name (carbonn);City name (PKU);City name (GEA);City name (UITP);City name (WB);Definition (CDP);Definition (carbonn);Definition (WB);Study year (WB);Reporting year (CDP);Scope-1 GHG emissions [tCO2 or tCO2-eq];Scope-1 source dataset;Scope-1 GHG emissions units;Year of emission;Emissions protocol;Gases included (CDP);Methodology details (CDP);Increase/Decrease from last year (CDP);Reason for increase/decrease in emissions (CDP);Scope-2 (CDP) [tCO2-eq];Total emissions (CDP) [tCO2-eq];CDP2016 data edited (CDP);Emissions Quality Flag (CDP);S1 lower bound [tCO2] (CDP);S1 upper bound [tCO2] (CDP);S1 mean (CDP) [tCO2];TOT lower bound [tCO2] (CDP);TOT upper bound [tCO2] (CDP);TOT mean (CDP) [tCO2];Scope fraction (CDP);CO2 emissions per capita (PKU) [tCO2/capita];City location (CDP) [degrees];Coordinate source (others);Country;Region;Population (CDP);Population year (CDP);Population (carbonn);Population year (carbonn);Urban population (PKU);Population (GEA);Population (UITP);Population (WB);Population year (WB);Population (others);Population year (others);Population source (others);Population 1950 (WB);Population 1990 (WB);Population 2010 (WB);Population growth rate 1950-2010 (WB) [people/60years];Population growth rate 1990-2010 (WB) [people/20years];Ancillary from GEA+;City area (CDP) [km2];City area (GEA) [km2];City area (WB) [km2];Built-up area (PKU) [km2];City area (others) [km2];City area source year (others);City area source (others);Population density (GEA) [people/km2];Population density (UITP) [people/km2];Population density (WB) [people/km2];Population/sqrt(area) (GEA) [people/km];Population/sqrt(area) (WB) [people/km];Average altitude [m];Average annual temperature (CDP) [degrees Celsius];Weather station ID (GEA+);CDD 23C (GEA+) [degrees C × days];HDD 15.5C (GEA+) [degrees C × days];HDD 15.5C (clim) [degrees C × days];CDD 23C (clim) [degrees C × days];GDP (CDP) [multiple units];GDP unit (CDP);GDP year (CDP);GDP source (CDP);GDP (carbonn) [multiple units];nGDP (carbonn) [multiple units];GDP unit (carbonn);GDP year (carbonn);GDP (PKU) [10000 RMB];Income per capita (PKU) [RMB/capita];GDP-PPP (others) [$BN];GDP-PPP/capita (others) [USD/capita];GDP-PPP source (others);GDP-PPP year (others);nGDP (others) [$BN];nGDP/capita (others) [USD/capita];nGDP source (others);nGDP year (others);GDP-PPP/capita (GEA) [USD/year];GDP-PPP/capita (UITP) [USD/year];GDP-PPP/capita (WB) [USD/year];Total final consumption per capita (GEA) [GJ/capita/yr];Energy per capita CO2 (WB) [tCO2-eq/capita/yr];Diesel price (GEA+) [USD/liter];Gasoline price (GEA+) [USD/liter];Center of commerce index (GEA+) [dimensionless];Household size (GEA+) [people/household];Household size year (GEA+);Household source (GEA+);Household size comment (GEA+);Urbanization ratio (GEA+) [percent];Water bounded (GEA+);Other bounded (GEA+);Mean one-way travel time (others) [minutes];Mean one-way travel time year (others);Mean one-way travel time source (others);Diesel price 2014 (others) [USD/liter];Gasoline price 2014 (others) [USD/liter];Household size (others) [people/household];Household size year (others);Household size source (others);Household size comment (others);Congestion rank (INRIX) [dimensionless];Peak hours spent in congestion (INRIX) [hours];INRIX congestion index (INRIX) [dimensionless];Average congestion rate (INRIX) [percent];Congestion rank (TomTom) [dimensionless];Congestion level (TomTom) [× 100 percent];Congestion change (TomTom) [× 100 percent];Morning peak (TomTom) [percent];Evening peak (TomTom) [percent];Economy (IESE) [dimensionless];Environment (IESE) [dimensionless];Governance (IESE) [dimensionless];Human capital (IESE) [dimensionless];International impact (IESE) [dimensionless];Mobility and transportation (IESE) [dimensionless];Public management (IESE) [dimensionless];Social cohesion (IESE) [dimensionless];Technology (IESE) [dimensionless];Urban planning (IESE) [dimensionless];CIMI (IESE) [dimensionless];CIMI ranking (IESE) [dimensionless];CIMI performance (IESE) [dimensionless];Urban area name (UEX);Low BUA - 1990 (UEX) [km2];Low BUA - 2000 (UEX) [km2];Low BUA - 2014 (UEX) [km2];High BUA - 1990 (UEX) [km2];High BUA - 2000 (UEX) [km2];High BUA - 2014 (UEX) [km2];Low BUA % - 1990 (UEX) [percent];Low BUA % - 2000 (UEX) [percent];Low BUA % - 2014 (UEX) [percent];High BUA % - 1990 (UEX) [percent];High BUA % - 2000 (UEX) [percent];High BUA % - 2014 (UEX) [percent];Low BUA population density - 1990 (UEX) [people/km2];High BUA population density - 1990 (UEX) [people/km2];Low BUA population density - 2000 (UEX) [people/km2];High BUA population density - 2000 (UEX) [people/km2];Low BUA population density - 2014 (UEX) [people/km2];High BUA population density - 2014 (UEX) [people/km2];Exports (others) [m3];Production (others) [m3];Natgas Export/Production ratio (others);CH4_waste/capita (others) [tCH4/capita];CH4_waste+natgas/capita (others) [tCH4/capita];Corrected CH4_(waste+natgas)/capita (others) [tCH4/capita];Year from CIA (others);AQF (CDP/GEA);AQF (CDP/WB);AQF (CDP/OTHERS);AQF (PKU/GEA);AQF (PKU/WB);AQF (PKU/OTHERS);PQF (CDP);PQF (carbonn);PQF (WB);PQF (WB2010);PQF (OTHERS);HQF (GEA+);HQF (OTHERS)
Santiago de Guayaquil;Santiago de Guayaquil;;;;;;Administrative boundary of a local government;;;;2016;5429899.0;CDP;tCO2-eq;2014;Other;"CO2;CH4;N2O";ISO 14064: Data generating activity Greenhouse Gas (GHG) multiplied by the emission factor (EF) or removal of GHG. Eg = Da x Efa, where, Eg = corresponds to the emission of GHG. Da = corresponds to the data of GHG generating activity. EFa = corresponds to emission factor generating activity.;This is our first year of calculation;;1357475.0;6787374.0;;A;4438265.583820818;5073497.10756292;4755881.345691869;5795740.583820817;6430972.10756292;6113356.345691869;1.0;;-2.170998,-79.922359;https://en.wikipedia.org/wiki/Guayaquil;Ecuador;Latin America & Caribbean;2350915.0;2010.0;;;;;;;;3500000.0;2014;https://en.wikipedia.org/wiki/Guayaquil;;;;;;;5047.0;;;;344.5;2014;https://en.wikipedia.org/wiki/Guayaquil;;;;;;;26.0;;;;0;883;5862.0;;2014;Banco Central del Ecuador, INEC (2010), Municipio de Guayaquil;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;0.29;0.6000000000000001;;;;;133.0;33.0;6.3;12.2%;;;;;;;;;;;;;;;;;;;Santiago de Guayaquil Urban Area;76.4375;75.5;87.5;163.0625;181.5;199.5625;0.31915448851774403;0.29377431906614804;0.304811669932506;0.680845511482255;0.7062256809338521;0.695188330067494;473.78655429769896;3839.46771748076;969.5977311751108;11993.277241184;1101.7988900156402;13733.1124370227;0.0;240000000.0;0.0;0.005414334000000001;0.0150645511;0.0150645511;;;;0.0;;;;1.0;;;;1.0;;
Zhangjiakou;;;Zhangjiakou;;;;;;;;;1191132.57013;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.606961996548;;wikipedia;China;East Asia;;;;;1962450.0;;;;;4345485.0;2010;(pref.-level city), from wikipedia;;;;;;;;;;145.1;36861.56;;(city), from wikipedia;;;;;;;;;;;4078;22;;;;;;;;;3614862.0;35681.25;;;;2008;6.0;6024.09638554;[19];;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Zhangjiakou Urban Area;49.0625;58.375;85.4375;66.8125;73.0;106.9375;0.42340884573894305;0.444338725023787;0.44411955815464604;0.576591154261057;0.5556612749762131;0.555880441845354;2666.8850069345003;11072.419091561102;1173.4451658534301;9633.89828585272;659.694460060223;6917.85419721397;;;;;;;;;;;;;0.0;;;;;1.0;;
Izmir;;Izmir Metropolitan Municipality;;;;;;Municipality;;;;50287659.0;carbonn;tCO2-eq;2015;Community - GPC;;;;;;;;;;;;;;;;;;carbonn;Turkey;North Africa, Middle East, West Asia;;;4113072.0;2014.0;;;;;;4273677.0;2017;Wikipedia;;;;;;;;;;;7340.0;2017;Wikipedia;;;;;;;;;;;692;283;;;;;127429459000.0;67970752229.2977;TRY;2014;;;80.061;19885.991058122207;[1];2014;45.0;15833919.774806472;[3], [19];;;;;;;;;;;;;;;;;;;;1.9;2.06;;;;;223.0;26.0;4.8;9.6%;74;0.30000000000000004;0.01;39%;52%;;;;;;;;;;;;;;Bornova Municip Urban Area;125.125;137.875;152.6875;236.3125;275.4375;303.375;0.34618710012104403;0.33358536216543205;0.33479512128271904;0.6538128998789561;0.666414637834568;0.6652048787172811;748.609857325585;7477.835982762521;675.256034897915;9417.829655961708;857.639370843512;9584.94673430227;;;;;;;;;;;;;;;1.0;;;1.0;;
Rotterdam;Gemeente Rotterdam;;;;;;Other: Geopolitical Boundary - physical areas over which local government has jurisdictional control.;;;;2017;17840039.0;CDP;tCO2;2016;Other: We compute scope 1 emissions for city and port and also scope 2 for the built environment;CO2;;Increased;The total amount of CO2-emission in Rotterdam in 2015 has increased compared to the 2014-emissions. 34190633 tonnens in 2015 compared to 31512000 tonnes in 2014. It is the second relevant increase in a row,due to two new coal fire plants that started their operations. For that cause,we expect a further increase in 2016 and a decrease in 2017 when an old coal fire plant wil be closed.;;34190633.0;Replaced by CDP2017 data. Reason: CDP2016 Scope1 includes power plant emissions. Action: Use CDP2017 (TOT and S1 values available only).;C;;;;;;;;;51.9163716,4.4509382;https://en.wikipedia.org/wiki/Rotterdam;Netherlands;Europe;624000.0;2014.0;;;;;;;;620000.0;2016;http://www.c40.org/cities/rotterdam;;;;;;;208.0;;;;208.0;2016;http://www.c40.org/cities/rotterdam;;;;;;-5.0;11.0;;;;1995;3;;;;;;;;;;;320.6;45265.0;[1], The number is for Amsterdam-Rotterdam;2014;65.48175;43570.95994612996;[24];2013;;;;;;;;;;;;;;;;13.333333333333302;2010;OECD Territorial Reviews: The Metropolitan Region of Rotterdam-The Hague, Netherlands. 2016. Table 1.2;1.8;2.15;1.9;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;357.0;21.0;3.7;7.6%;-;0.19;0.0;27%;42%;60.0;71.0;53.0;61.0;111.0;106.0;120.0;30.0;93.0;9.0;68.26;59.0;RA;Amsterdam and Rotterdam Urban Area;767.75;820.375;810.3125;1285.375;1469.9375;1788.9375;0.37394216133942204;0.35819347796425205;0.31174858132153405;0.6260578386605781;0.6418065220357481;0.6882514186784651;1749.7195775486498;6483.27671453689;275.634100333003;3042.12085006417;233.42931089748402;2726.10657709848;63420000000.0;81520000000.0;0.78;0.013655240400000001;0.0287396254;0.0170044476;2013.0;;;1.0;;;;1.0;;;;1.0;;1.0
New Taipei;New Taipei City Government;;;;;;Administrative boundary of a local government;;;;2016;6149934.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O;HFCs;PFCs;SF6";GHG Protocol is working to give cities the standards and tools they need to measure their emissions, build more effective emissions reduction strategies, set measurable and more ambitious emission reduction goals, and to track their progress more accurately and comprehensively.;Increased;Population growing and new regulation on emissions reporting for high carbon-density industries.;11083990.0;17233924.0;;A;4492239.266082417;4714744.486973215;4603491.876527816;15576229.266082412;15798734.486973211;15687481.87652781;1.0;;25.0111,121.4458;https://en.wikipedia.org/wiki/New_Taipei_City;Taiwan;East Asia;3966818.0;2014.0;;;;;;;;3972204.0;2016;(Special municipality) https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-3;;;;;;;2053.0;;;;2052.57;;https://en.wikipedia.org/wiki/New_Taipei_City#cite_note-1;;;;;;10.0;21.0;;;;302;310;530043000000.00006;USD     US Dollar;2014;Gross Domestic Product by Expenditures, National Statistics, R.O.C (Taiwan) (2016);;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;0.98;0.98;2.7;2013;https://knoema.com/TWDS2014/development-statistics-of-taiwan-2013;;;;;;;;;;;;;;;;;;;;;;;;Taipei Urban Area;465.625;465.8125;474.625;782.0625;782.0625;792.125;0.373190402244152;0.37328458379244706;0.374679297414644;0.6268095977558481;0.626715416207553;0.6253207025853561;282.648507434463;3155.9899465367303;872.799426066326;10144.989949705201;1038.2307640204401;11398.1515661272;0.0;1.0;0.0;0.012921381400000001;0.0149246533;0.0149246533;;;;1.0;;;;1.0;;;;1.0;;1.0
Faro;Faro;;;;;;Administrative boundary of a local government;;;;2016;128.0;CDP;tCO2;2010;Other;CO2;Irradiare Science of evolution;Stayed the same;The data was collected in 2010;138.0;265.85;;A;;;;;;;1.00056422794809;;37.019355,-7.93044;https://en.wikipedia.org/wiki/Faro,_Portugal;Portugal;Europe;61214.0;2014.0;;;;;;;;64560.0;2011;https://en.wikipedia.org/wiki/Faro,_Portugal#cite_note-censos_2011-1;;;;;;;202.57;;;;202.57;;https://en.wikipedia.org/wiki/Faro,_Portugal;;;;;;200.0;17.8;;;;153;125;13231.0;EUR     Euro;2013;INE(2013) Estudo do poder de compra;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;18.91;2011;;1.6400000000000001;1.8900000000000001;2.4;2011;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;;;;;;;;;;;;;;;;;;;;;;;Faro Urban Area;27.8125;30.5;32.375;14.5625;17.375;18.875;0.656342182890855;0.6370757180156661;0.6317073170731711;0.343657817109145;0.362924281984334;0.36829268292682904;308.367908207386;2026.3179854351501;191.964052767978;2483.41872997078;223.364553196751;2662.66486103329;0.0;1.0;0.0;0.031127578500000003;0.0361368851;0.0361368851;;;;1.0;;;;1.0;;;;1.0;;1.0
Cape Town;City of Cape Town;;;Cape Town;Cape Town;Cape Town;Administrative boundary of a local government;;City;2006.0;2016;9783734.0;CDP;tCO2-eq;2012;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";"During 2014 the City updated its energy profile and released a State of Energy Report in 2015 (based on 2012 data year). All data provided in this CDP submission is based on this report. The process includes: A baseline data collection was collected from the following 5 sectors. Residential Sector: disaggregated according to electrified and non-electrified by income category.  Commercial Sector: including retail and office buildings, tourism activities, education facilities, hospitals, and other non-industrial activities. Industrial Sector: disaggregated  into textiles, food and beverages, non-food manufacturing sub-sectors and other industrial activities. Local Government: all municipal operations, namely council buildings, street and traffic lights, water and wastewater treatment works and municipal vehicle fleet. Transport Sector: disaggregated into freight, private vehicle and public transport (bus,minibus taxi and train). The City's GHG account/inventory for its most recent State of Energy Report (Report released in 2015 based on 2012 data year) is based on the Global Protocol for Community-Scale Greenhouse Gas Emissions Reporting Draft v2 (GPC). Emissions factors draw on those of the IPCC (web based and regularly updated) for South Africa, as well as Eskom for local electricity emissions factors. In the Cape Town GPC summary table provided, Scope 1 includes all emissions that physically take place within the Cape Town area. This includes liquid fuels consumed and coal. Even if that liquid fuel is moved out of the area, it is still accounted for as per point of sale. This scope includes the emissions from Ankerlig and Acacia power stations (Energy supplied to the grid - territorial); but these are removed in the final balance for Cape Town as per protocol (this is accounted for within national electricity production accounts of Eskom). Scope 2 includes emissions from electricity produced elsewhere in the country, but consumed in Cape Town. This column accounts for the majority of these emissions, but a small portion are recorded in Scope 3, reflecting that component of the emissions factor that relates to Transmission and distribution (i.e. from power station to municipal boundary; and amounting to 0.04 of the 1.03 emissions factor). Also included within the category energy industries is the municipal distribution losses.";Decreased;The City of Cape Town does not update its emissions inventory annually,but rather in a process linked to the update of its entire energy profile,which takes place every 4-5 years. In comparison to its last full inventory data (2007),Cape Town's emissions have decreased due to an increase in electricity efficiency between the reporting years  (2007 and 2012).;12860112.0;22643846.0;;A;8251794.881634708;8441695.503622176;8346745.192628441;21111906.881634712;21301807.50362217;21206857.19262844;1.0;;-33.9253,18.4239;https://en.wikipedia.org/wiki/Cape_Town;South Africa;Africa;3918830.0;2014.0;;;;3069404.0;2900000.0;3497097.0;2006.0;3840000.0;2016;http://www.c40.org/cities/cape-town;618000.0;2155000.0;3492000.0;1.029282911814399;1.024427782491802;1.0;2461.0;2454.72;2454.72;;2461.0;2016;http://www.c40.org/cities/cape-town;1250.4090079520272;7106.0;1424.6419143527573;61951.678029283314;70584.07019120733;;16.6;FACT;131.0;461.0;520;27;2467976.0;USD     US Dollar;2014;Economic Performance Indicators for Cape Town;;;;;;;58.863;14086.0;[1];2014;38.0;10882.016036655212;[19];;12320.458980159154;4242.73;12320.458980159154;44.00000000000001;6.0;0.9500000000000001;0.87;;3.4;2008.0;https://www.statssa.gov.za/Publications/P0318/P0318April2012.pdf;From tables on page five, total population / total households;59.256;1.0;;45.31;2014-2017;https://www.numbeo.com/traffic/in/Cape-Town [BASED ON 74 CONTRIBUTORS];1.17;1.19;3.4;2008;https://www.statssa.gov.za/Publications/P0318/P0318April2012.pdf;From tables on page five, total population / total households;33.0;49.0;8.0;12.7%;48;0.35000000000000003;0.05;75%;67%;163.0;145.0;71.0;144.0;94.0;135.0;40.0;159.0;90.0;139.0;50.38;133.0;M;City of Cape Town Urban Area;221.5;227.9375;238.5625;782.375;838.625;899.875;0.22064500062258702;0.21371227658951103;0.209552566566017;0.779354999377412;0.786287723410488;0.790447433433982;254.63960029388699;1362.07379928889;180.176031704651;3159.6655541434197;80.43965466969841;4251.523793225089;0.0;1.0;0.0;0.0122306776;0.0139613383;0.0139613383;;1.0;1.0;1.0;;;;1.0;;0.0;1.0;1.0;1.0;1.0
New Orleans;City of New Orleans;;;;;;A metropolitan area;;;;2016;2419891.0;CDP;tCO2-eq;2014;Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI);"CO2;CH4;N2O";;This is our first year of calculation;;2138684.0;4558575.0;S1 derived from TOT - S2 in CDP2016 dataset;C;2030814.9966073246;2226807.923715751;2128811.4601615383;4169498.996607325;4365491.923715752;4267495.460161538;1.0;;29.9511,-90.0715;https://en.wikipedia.org/wiki/New_Orleans;USA;North America;389617.0;2015.0;;;;;;;;391495.0;2016;https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216;;;;;;;468.0;;;;438.7961058;2010;https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana,minneapoliscityminnesota,losangelescitycalifornia/PST045216;;;;;;-1.0;20.9;;;;281;1634;80277999999.99998;USD     US Dollar;2014;Bureau of Economic Analysis;;;;;;;74.225;58762.0;[1];2014;61.0;52270.779777206524;[19];;;;;;;;;;;;;;;;;23.4;(2011-2015);;0.97;0.86;2.38;2011-2015;https://www.census.gov/quickfacts/fact/table/neworleanscitylouisiana/PST045216;;227.0;26.0;4.5;7.0%;123;0.23;0.01;33%;50%;;;;;;;;;;;;;;City of New Orleans Urban Area;136.0625;144.75;150.8125;483.625;503.1875;530.375;0.21956631366616203;0.22340117681103502;0.221396458390678;0.780433686333837;0.7765988231889651;0.7786035416093221;294.46761532084304;917.36490423351;122.51837610477;1992.1487565367402;45.8426683029907;1393.34271809372;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Knoxville;City of Knoxville;;;;;;Administrative boundary of a local government;;;;2016;2061435.0;CDP;tCO2-eq;2012;U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI);"CO2;CH4;N2O";ICLEI Clean Air and Climate Protection;Decreased;Energy consumption in 2012 fell in the residential and commercial sectors by approximately 2% and 13% respectively,relative to 2005. Energy use for transportation decreased over 3.5%,largely due to improvements in the average fuel economy of vehicles. In addition to energy savings,changes to the Tennessee Valley Authority’s (TVA) electricity production portfolio also contributed to emissions reductions,as multiple coal-fired power plants were retired,retrofitted,or replaced by natural gas,nuclear,and renewable sources of energy in recent years.;1938439.0;3999874.0;;A;1877409.8805077663;1970110.5906935844;1923760.235600676;3815848.8805077663;3908549.590693585;3862199.235600677;1.0;;35.9606,-83.9207;https://en.wikipedia.org/wiki/Knoxville,_Tennessee;USA;North America;184281.0;2014.0;;;;;;;;186239.0;2016;https://www.census.gov/quickfacts/fact/table/knoxvillecitytennessee/PST045216;;;;;;;255.2;;;;255.1658148;2010;https://www.census.gov/quickfacts/fact/table/knoxvillecitytennessee/PST045216;;;;;;269.0;15.2;;;;493;247;37487000000.0;USD     US Dollar;2014;"US Department of Commerce Bureau of Economic Analysis; http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=28940&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels";;;;;;;38.347;44697.0;[1];2014;31.0;44285.714285714275;[19];;;;;;;;;;;;;;;;;19.7;(2011-2015);;0.97;0.86;2.14;2011-2015;https://www.census.gov/quickfacts/fact/table/knoxvillecitytennessee/PST045216;;679.0;11.0;2.1;4.8%;188;0.1;0.03;16%;24%;;;;;;;;;;;;;;City of Knoxville Urban Area;188.6875;185.875;178.8125;211.5625;243.4375;276.625;0.471424109931293;0.432959673897219;0.392616989158776;0.5285758900687071;0.567040326102781;0.607383010841223;343.40940392970504;951.1602522516;361.030046787702;918.523056831516;360.279728670242;1018.15430472189;42870000000.0;766200000000.0;0.06;0.017698981699999002;0.036729479100000004;0.0356646952;;;;1.0;;;;1.0;;;;1.0;;1.0
Baoding;;;Baoding;;;;;;;;;2946568.18924;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;0.678879734794;;wikipedia;China;East Asia;;;;;4340339.0;;;;;1157891.0;;wikipedia, urban values;;;;;;;;;;133.1;326.0;;(urban), from wikipedia;;;;;;;;;;;2399;268;;;;;;;;;5434022.0;30710.71;;;;2008;9.0;7020.28081123;[19];;;;;;;;;;;;;;;;;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Baoding Urban Area;120.0625;135.125;138.25;217.0625;273.9375;326.625;0.35613644790508003;0.330328495034377;0.297391771981716;0.6438635520949201;0.669671504965623;0.702608228018284;538.2766200292209;6520.19695907528;357.41358260924795;4995.46509457483;290.025699199588;4561.99492524677;;;;;;;;;;;;;0.0;;;;;;;
Yinchuan;;;Yinchuan;Yinchuan;;;;;;;;2039692.10453;PKU;tCO2;2010;Other;;;;;;;;;;;;;;;;1.41115611509;;wikipedia;China;East Asia;;;;;1445405.0;1446800.0000000002;;;;1290170.0;;wikipedia, urban values;;;;;;1.0;;;;187.8;2045.0;;(urban), from wikipedia;630.0;;;;;;;ZLIC;244.0;2900.0;3290;187;;;;;;;;;5120401.0;46503.15;;;;2008;9.0;6976.74418605;[19];;6717.400492520192;;;148.54603326026216;;1.01;0.99;;3.76;2003;http://www.stats.gov.cn/english/statisticaldata/yearlydata/yarbook2003_e.pdf;"For ""Ningxia""";42.522;0.0;Mountains;;;;1.09;1.17;;;;;;;;;;;;;;;;;;;;;;;;;;;Yinchuan Urban Area;36.125;55.125;131.5;27.9375;36.6875;77.625;0.56390243902439;0.600408441116406;0.628810520023908;0.43609756097561;0.39959155888359404;0.37118947997609103;435.768832136653;5600.300812057551;7122.01819920472;15934.5234508092;3460.82291861727;15219.0131145975;;;;;;;;;;;;;0.0;;;;;;1.0;
Lausanne;Ville de Lausanne;;;;;;Administrative boundary of a local government;;;;2016;456843.0;CDP;tCO2;2013;Other;CO2;Baseline Emission Inventory of the Covenant of Mayor;Decreased;see SEAP;45730.0;499573.0;;A;;;;;;;1.006005128379636;;46.5198,6.6335;https://en.wikipedia.org/wiki/Lausanne;Switzerland;Europe;140000.0;2015.0;;;;;;;;135629.0;2015;https://en.wikipedia.org/wiki/Lausanne#cite_note-2;;;;;;;55.0;;;;41.38;;https://en.wikipedia.org/wiki/Lausanne#cite_note-Arealstatistik-1;;;;;;500.0;12.0;;;;3343;0;8834000000.0;;2014;calculated by city government;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;36.8;2014;;1.79;1.74;2.0;2014;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;101.0;36.0;5.8;11.0%;-;0.29;0.04;44%;63%;;;;;;;;;;;;;;Ville de Lausanne Urban Area;41.25;43.5625;43.5625;71.8125;72.8125;75.0;0.36484245439469304;0.374328678839957;0.36742224565102705;0.635157545605307;0.6256713211600431;0.632577754348972;288.872856225586;3112.47072993;300.345623757653;3415.12111259755;351.47253844950103;4019.62164992015;0.0;1.0;0.0;0.0038276228;0.007949217;0.007949217;;;;1.0;;;;1.0;;;;1.0;;1.0
Ravenna;Comune di Ravenna;;;;;;Administrative boundary of a local government;;;;2016;11115.0;CDP;tCO2;2014;2006 IPCC Guidelines for National Greenhouse Gas Inventories;CO2;"The Emission Inventory (MEI)  is updated within the Sustainable Energy Action Plan. It is based on the methodology and toolkit developed by ARPA ER (Environmental Protection Agency of Emilia-Romagna Region) within the instrument IPSI (Inventory of greenhouse gas emissions for the Covenant of Mayors - Italian version). The methodology was improved and adapted by a specific working group “Climate Plan”  at regional level including the main cities and Provinces. The background knowledge is based on the Regional Greenhouse Gas Emissions Inventory realized by the Region with the support of ARPA ER, following standard estimation methodologies, internationally recognized (IPCC, CORINAIR). The MEI includes: direct emissions of the Municipality considered as an organization with its own consumptions; indirect emissions, generated by activities within the Municipal area estimated by ARPA ER as a breakdown of the regional inventory. According to the European and Regional methodology, activities within ETS (Emissions Trade System) are not taken into account.";Decreased;According to the Convenant of Mayors a series of actions have been implemented and are still on going in order to reach the goal of a reduction of CO2 emissions by at least 20% by 2020.;307.46;11419.0;;A;;;;;;;1.000303003765653;;41.913028,12.518037;https://en.wikipedia.org/wiki/Ravenna;Italy;Europe;158911.0;2015.0;;;;;;;;158784.0;2014;https://en.wikipedia.org/wiki/Ravenna#cite_note-1;;;;;;;683.0;;;;652.89;;https://en.wikipedia.org/wiki/Ravenna;;;;;;4.0;14.1;;;;1672;97;;;;;;;;;;;;;;2008;;;;;;;;;;;;;;;;;;;;;;;2.01;2.14;2.1;2013;eurostat 2014 [http://ec.europa.eu/eurostat/cache/RCI/#?vis=city.statistics&lang=en];;;;;;-;0.17;0.02;26%;28%;;;;;;;;;;;;;;Comune di Ravenna Urban Area;23.625;25.4375;27.5;36.4375;41.625;45.625;0.39334027055150805;0.379310344827586;0.376068376068376;0.606659729448491;0.620689655172413;0.623931623931624;254.664726856405;2430.2950738924696;220.164007779421;2041.77431655288;214.08567614027;2050.20544291457;68000000.0;7800000000.0;0.01;0.011383130900000002;0.015145862400000001;0.015113059100000001;;;;1.0;;;;1.0;;;;1.0;;1.0
